,name,rider_number,charity,event,finish_time,status,last_timing_point,finish_tod,finish_time,finish_diff,finish_mph
0,Anthony Wellfair (GBR),60316,,Ford RideLondon-Essex 30,03:03:06,Finished,Finish,12:01:15,03:03:06,03:03:06,11.48
0,Simon Wellington (GBR),107817,,Ford RideLondon-Essex 30,03:03:42,Finished,Finish,11:36:37,03:03:42,03:03:42,11.45
0,Luke Wheatley-Thompson (GBR),120095,,Ford RideLondon-Essex 30,03:23:42,Finished,Finish,12:42:40,03:23:42,03:23:42,10.32
0,Christopher Wheeler (GBR),60285,,Ford RideLondon-Essex 30,02:46:29,Finished,Finish,11:39:32,02:46:29,02:46:29,12.63
0,Julian Whitby (GBR),63142,,Ford RideLondon-Essex 30,02:28:40,Finished,Finish,11:23:20,02:28:40,02:28:40,14.14
0,Marcus Williams (GBR),30665,,Ford RideLondon-Essex 30,02:17:37,Finished,Finish,11:55:16,02:17:37,02:17:37,15.28
0,Mark Williams (GBR),30709,,Ford RideLondon-Essex 30,04:25:10,Finished,Finish,13:25:47,04:25:10,04:25:10,7.93
0,Mike Williams (GBR),30001,,Ford RideLondon-Essex 30,01:58:57,Finished,Finish,09:54:28,01:58:57,01:58:57,17.68
0,Jerold Williamson (GBR),30475,,Ford RideLondon-Essex 30,04:51:08,Finished,Finish,13:51:50,04:51:08,04:51:08,7.22
0,Kevin William Wilson (GBR),30690,,Ford RideLondon-Essex 30,01:57:11,Finished,Finish,10:55:57,01:57:11,01:57:11,17.94
0,Martin Winter (GBR),30542,,Ford RideLondon-Essex 30,04:54:49,Finished,Finish,13:49:25,04:54:49,04:54:49,7.13
0,Hugo Wiseman (GBR),63118,,Ford RideLondon-Essex 30,02:16:13,Finished,Finish,11:12:20,02:16:13,02:16:13,15.43
0,John Wiskin (GBR),30735,,Ford RideLondon-Essex 30,05:30:34,Finished,Finish,14:24:50,05:30:34,05:30:34,6.36
0,Stanley Wiskin (GBR),30722,,Ford RideLondon-Essex 30,05:34:18,Finished,Finish,14:28:33,05:34:18,05:34:18,6.29
0,Haydon Wong (GBR),63139,,Ford RideLondon-Essex 30,02:07:10,Finished,Finish,11:25:54,02:07:10,02:07:10,16.53
0,Martin Woodhams (AUS),30024,,Ford RideLondon-Essex 30,02:14:07,Finished,Finish,10:51:32,02:14:07,02:14:07,15.68
0,Alastair Woodhead (GBR),30741,,Ford RideLondon-Essex 30,02:38:10,Finished,Finish,10:57:45,02:38:10,02:38:10,13.29
0,Adam Woods (GBR),114015,,Ford RideLondon-Essex 30,02:37:41,Finished,Finish,09:53:18,02:37:41,02:37:41,13.33
0,Steven Wooldridge (GBR),63147,,Ford RideLondon-Essex 30,04:15:02,Finished,Finish,13:21:04,04:15:02,04:15:02,8.24
0,Joseph Wright (GBR),30715,,Ford RideLondon-Essex 30,03:08:16,Finished,Finish,12:31:20,03:08:16,03:08:16,11.17
0,Anthony Wynn (GBR),30567,,Ford RideLondon-Essex 30,04:25:06,Finished,Finish,13:25:43,04:25:06,04:25:06,7.93
0,Stephen Yearwood (GBR),30085,,Ford RideLondon-Essex 30,02:29:39,Finished,Finish,11:23:41,02:29:39,02:29:39,14.05
0,Ka Yu (GBR),30357,,Ford RideLondon-Essex 30,03:05:55,Finished,Finish,12:19:29,03:05:55,03:05:55,11.31
0,Him Shun Yu (GBR),63120,,Ford RideLondon-Essex 30,02:28:56,Finished,Finish,11:23:36,02:28:56,02:28:56,14.12
0,Xiaodong Yu (CHN),30347,,Ford RideLondon-Essex 30,04:40:22,Finished,Finish,13:42:02,04:40:22,04:40:22,7.5
0,Jin-Min Yuan (GBR),63123,,Ford RideLondon-Essex 30,02:34:36,Finished,Finish,11:54:11,02:34:36,02:34:36,13.6
0,Layo Yusuf (GBR),30148,,Ford RideLondon-Essex 30,03:55:02,Finished,Finish,13:49:08,03:55:02,03:55:02,8.95
0,Arunas Zekonis (LTU),30599,,Ford RideLondon-Essex 30,07:01:12,Finished,Finish,15:09:49,07:01:12,07:01:12,4.99
0,Haotian Zhang (CHN),63070,,Ford RideLondon-Essex 30,01:46:44,Finished,Finish,10:46:41,01:46:44,01:46:44,19.7
0,¿Erban ¿Lincu (ROU),63093,,Ford RideLondon-Essex 30,02:53:46,Finished,Finish,12:15:28,02:53:46,02:53:46,12.1
