,name,rider_number,charity,event,finish_time,status,last_timing_point,finish_tod,finish_time,finish_diff,finish_mph
0,Rory Sheridan (GBR),30415,,Ford RideLondon-Essex 30,03:50:40,Finished,Finish,13:05:45,03:50:40,03:50:40,9.11
0,Isher Singh (GBR),62962,,Ford RideLondon-Essex 30,02:57:10,Finished,Finish,11:41:55,02:57:10,02:57:10,11.87
0,Butho Siwela (GBR),63144,,Ford RideLondon-Essex 30,03:03:24,Finished,Finish,12:04:10,03:03:24,03:03:24,11.46
0,Sabelo Siyakatshana (RSA),60721,,Ford RideLondon-Essex 30,02:23:49,Finished,Finish,12:01:50,02:23:49,02:23:49,14.62
0,Maxim Siyazov (GBR),30376,,Ford RideLondon-Essex 30,03:58:49,Finished,Finish,12:58:35,03:58:49,03:58:49,8.8
0,Harry Smeeden (GBR),30082,,Ford RideLondon-Essex 30,02:12:30,Finished,Finish,11:15:24,02:12:30,02:12:30,15.87
0,Cory Smith (USA),125285,,Ford RideLondon-Essex 30,03:23:05,Finished,Finish,11:47:46,03:23:05,03:23:05,10.35
0,Mark Smith (GBR),113001,,Ford RideLondon-Essex 30,03:03:42,Finished,Finish,11:36:37,03:03:42,03:03:42,11.45
0,Daré Somolu (GBR),115286,,Ford RideLondon-Essex 30,02:56:30,Finished,Finish,09:48:53,02:56:30,02:56:30,11.91
0,Nick Soulsby (GBR),63102,,Ford RideLondon-Essex 30,02:50:12,Finished,Finish,11:56:45,02:50:12,02:50:12,12.35
0,Anthony Spicer (GBR),30143,,Ford RideLondon-Essex 30,02:34:08,Finished,Finish,11:44:18,02:34:08,02:34:08,13.64
0,Chris Spiers (AUS),30210,,Ford RideLondon-Essex 30,02:24:14,Finished,Finish,11:22:47,02:24:14,02:24:14,14.58
0,Adam Spiers (GBR),117309,,Ford RideLondon-Essex 30,02:01:54,Finished,Finish,10:14:03,02:01:54,02:01:54,17.25
0,Carl Stoner (GBR),30725,,Ford RideLondon-Essex 30,02:45:21,Finished,Finish,11:42:23,02:45:21,02:45:21,12.72
0,Rowan Stow (RSA),60096,,Ford RideLondon-Essex 30,02:28:09,Finished,Finish,11:21:00,02:28:09,02:28:09,14.19
0,Barnaby Stutter (GBR),63073,,Ford RideLondon-Essex 30,03:11:18,Finished,Finish,12:17:37,03:11:18,03:11:18,10.99
0,Karthik Subbaram (GBR),30626,,Ford RideLondon-Essex 30,03:02:10,Finished,Finish,11:55:33,03:02:10,03:02:10,11.54
0,John Suh (USA),30058,,Ford RideLondon-Essex 30,03:22:47,Finished,Finish,12:20:09,03:22:47,03:22:47,10.37
0,Kevin Sutcliffe (GBR),63125,,Ford RideLondon-Essex 30,02:29:06,Finished,Finish,11:35:49,02:29:06,02:29:06,14.1
0,Eduardo Szaniecki (GBR),61051,,Ford RideLondon-Essex 30,02:37:28,Finished,Finish,11:23:34,02:37:28,02:37:28,13.35
0,Salih Tahir (GBR),30038,,Ford RideLondon-Essex 30,01:45:46,Finished,Finish,10:52:53,01:45:46,01:45:46,19.88
0,H Tahir (GBR),30042,,Ford RideLondon-Essex 30,01:46:55,Finished,Finish,10:54:01,01:46:55,01:46:55,19.66
0,Bilal Tai (GBR),30724,,Ford RideLondon-Essex 30,02:54:29,Finished,Finish,12:01:31,02:54:29,02:54:29,12.05
0,Peter Tapper (GBR),125583,,Ford RideLondon-Essex 30,02:07:03,Finished,Finish,10:58:18,02:07:03,02:07:03,16.55
0,Jacob Tate (GBR),63113,,Ford RideLondon-Essex 30,02:41:42,Finished,Finish,11:16:46,02:41:42,02:41:42,13.0
0,Sam Taylor (GBR),63054,,Ford RideLondon-Essex 30,02:50:45,Finished,Finish,11:50:05,02:50:45,02:50:45,12.31
0,Theo Taylor (GBR),104296,,Ford RideLondon-Essex 30,02:10:02,Finished,Finish,11:18:59,02:10:02,02:10:02,16.17
0,John Taylor (GBR),30276,,Ford RideLondon-Essex 30,03:31:53,Finished,Finish,12:31:30,03:31:53,03:31:53,9.92
0,Chris Taylor (GBR),30316,,Ford RideLondon-Essex 30,03:08:05,Finished,Finish,12:13:46,03:08:05,03:08:05,11.18
0,Quentyn Taylor (GBR),63022,,Ford RideLondon-Essex 30,03:10:12,Finished,Finish,12:05:25,03:10:12,03:10:12,11.05
0,Doga Ozgen Tek (TUR),30436,,Ford RideLondon-Essex 30,03:30:47,Finished,Finish,12:59:55,03:30:47,03:30:47,9.97
0,Joseph Territorio (PHI),30021,,Ford RideLondon-Essex 30,04:22:27,Finished,Finish,12:26:10,04:22:27,04:22:27,8.01
0,Raam Thakrar (GBR),63101,,Ford RideLondon-Essex 30,02:52:00,Finished,Finish,12:23:15,02:52:00,02:52:00,12.22
0,Andrew Thomas (GBR),30614,,Ford RideLondon-Essex 30,02:51:51,Finished,Finish,12:02:50,02:51:51,02:51:51,12.23
0,John Tillotson (GBR),30442,,Ford RideLondon-Essex 30,03:13:05,Finished,Finish,12:15:45,03:13:05,03:13:05,10.89
0,George Timms (GBR),30124,,Ford RideLondon-Essex 30,02:07:25,Finished,Finish,11:19:47,02:07:25,02:07:25,16.5
0,Duncan Tolson (GBR),63129,,Ford RideLondon-Essex 30,02:29:14,Finished,Finish,11:35:57,02:29:14,02:29:14,14.09
0,Jake Tompkins (GBR),30642,,Ford RideLondon-Essex 30,05:32:21,Finished,Finish,14:26:37,05:32:21,05:32:21,6.33
0,Jason Torres Tamayo (ESP),63038,,Ford RideLondon-Essex 30,05:45:03,Finished,Finish,14:59:58,05:45:03,05:45:03,6.09
0,Nuno Toscano (POR),30560,,Ford RideLondon-Essex 30,02:32:46,Finished,Finish,11:29:53,02:32:46,02:32:46,13.76
0,Peter Townsend (GBR),30476,,Ford RideLondon-Essex 30,03:23:14,Finished,Finish,12:27:34,03:23:14,03:23:14,10.35
0,Khoi Truong (GBR),30355,,Ford RideLondon-Essex 30,02:29:49,Finished,Finish,11:27:28,02:29:49,02:29:49,14.03
0,Hon Kwan Tse (GBR),30361,,Ford RideLondon-Essex 30,03:01:38,Finished,Finish,12:15:18,03:01:38,03:01:38,11.57
0,Davide Turco (ITA),62981,,Ford RideLondon-Essex 30,02:59:35,Finished,Finish,12:04:16,02:59:35,02:59:35,11.71
0,Peter Turner (GBR),30430,,Ford RideLondon-Essex 30,03:35:07,Finished,Finish,12:32:38,03:35:07,03:35:07,9.77
0,Stephen Tyler (GBR),30174,,Ford RideLondon-Essex 30,03:57:09,Finished,Finish,13:09:29,03:57:09,03:57:09,8.87
0,Hardy Ubha (GBR),30535,,Ford RideLondon-Essex 30,04:31:39,Finished,Finish,13:58:04,04:31:39,04:31:39,7.74
0,Zafer Uludag (FRA),63097,,Ford RideLondon-Essex 30,02:57:03,Finished,Finish,11:58:26,02:57:03,02:57:03,11.88
0,Ajay Vadher (GBR),30185,,Ford RideLondon-Essex 30,04:03:51,Finished,Finish,13:02:29,04:03:51,04:03:51,8.62
0,Sinan Vedat (GBR),30544,,Ford RideLondon-Essex 30,02:51:43,Finished,Finish,11:54:12,02:51:43,02:51:43,12.24
0,Bhanu Velpula (IND),30340,,Ford RideLondon-Essex 30,02:25:19,Finished,Finish,11:31:46,02:25:19,02:25:19,14.47
0,Perry Venugopal (USA),30155,,Ford RideLondon-Essex 30,02:29:58,Finished,Finish,11:27:12,02:29:58,02:29:58,14.02
0,Ross Venus (GBR),30102,,Ford RideLondon-Essex 30,03:51:34,Finished,Finish,12:51:39,03:51:34,03:51:34,9.08
0,Raphael Vermeir (BEL),30676,,Ford RideLondon-Essex 30,02:32:17,Finished,Finish,11:38:35,02:32:17,02:32:17,13.81
0,Alejandro Villanueva-Merino (ESP),30500,,Ford RideLondon-Essex 30,02:15:38,Finished,Finish,11:18:33,02:15:38,02:15:38,15.5
0,Geoff Vince (USA),30582,,Ford RideLondon-Essex 30,02:32:32,Finished,Finish,11:33:52,02:32:32,02:32:32,13.78
0,Shobin Vincent (IND),30192,,Ford RideLondon-Essex 30,02:41:07,Finished,Finish,11:35:37,02:41:07,02:41:07,13.05
0,Tom Walsh (GBR),30479,,Ford RideLondon-Essex 30,03:21:09,Finished,Finish,12:27:25,03:21:09,03:21:09,10.45
0,Jim Washer (GBR),62935,,Ford RideLondon-Essex 30,02:49:28,Finished,Finish,11:46:37,02:49:28,02:49:28,12.41
0,David Watson (GBR),30413,,Ford RideLondon-Essex 30,03:14:22,Finished,Finish,12:20:05,03:14:22,03:14:22,10.82
0,Robert Watts (GBR),30498,,Ford RideLondon-Essex 30,03:34:23,Finished,Finish,12:20:11,03:34:23,03:34:23,9.81
